Team,Season,Games Played,Record,PPG,Opp PPG,FG%,3P%,FT%,RPG,APG,SPG,BPG,TOV
Nairobi City Thunder,2025 BAL,6,1-5,79.0,89.8,46.6%,28.2%,58.2%,39.7,18.7,7.8,3.2,14.2
